,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,geom
40,164,167,FS-1419268,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,13,INF640,BZ9E,SHERWIN,,,,,,2005,2453564.5,194,1523,2.0,Equipment Use,2453564.5,194.0,1600,0.1,A,37.53055556,-118.62722222,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\\\x8e\xaah$\xa8]\xc0\xa0t\x9d>\xe9\xc3B@\\\x8e\xaah$\xa8]\xc0\xa0t\x9d>\xe9\xc3B@|\x01\x00\x00\x00\\\x8e\xaah$\xa8]\xc0\xa0t\x9d>\xe9\xc3B@\xfe',POINT (-118.62722222 37.53055556000004)
41,165,168,FS-1419271,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,0504,Inyo National Forest,22,INF690,BE0E,VISTA,,,,,,2005,2453572.5,202,0630,1.0,Lightning,2453572.5,202.0,0900,0.1,A,37.515,-118.59833333,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x008\x1d\xe1\x17K\xa6]\xc0X\xb8\x1e\x85\xeb\xc1B@8\x1d\xe1\x17K\xa6]\xc0X\xb8\x1e\x85\xeb\xc1B@|\x01\x00\x00\x008\x1d\xe1\x17K\xa6]\xc0X\xb8\x1e\x85\xeb\xc1B@\xfe',POINT (-118.5983333299999 37.51500000000004)
42,171,174,FS-1419281,FED,FS-FIRESTAT,FS,USCASTF,Stanislaus National Forest,0516,Stanislaus National Forest,4,002,BT5M,DUCKWALL,,,,,,2005,2453532.5,162,1756,5.0,Debris Burning,2453533.5,163.0,0930,2.0,B,37.94027778,-120.12166667,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00p*\x00c\xc9\x07^\xc0\xb8 \xb5\x05[\xf8B@p*\x00c\xc9\x07^\xc0\xb8 \xb5\x05[\xf8B@|\x01\x00\x00\x00p*\x00c\xc9\x07^\xc0\xb8 \xb5\x05[\xf8B@\xfe',POINT (-120.12166667 37.94027778000003)
43,172,175,FS-1419287,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,39,1322,B17J,WOODFORDS,,,,,,2005,2453577.5,207,1609,9.0,Miscellaneous,2453577.5,207.0,1648,0.1,A,38.76388889,-119.85388889,5.0,USFS,CA,3,003,Alpine,b'\x00\x01\xad\x10\x00\x00\xec=\x96\x1d\xa6\xf6]\xc0\xf8)t\x1c\xc7aC@\xec=\x96\x1d\xa6\xf6]\xc0\xf8)t\x1c\xc7aC@|\x01\x00\x00\x00\xec=\x96\x1d\xa6\xf6]\xc0\xf8)t\x1c\xc7aC@\xfe',POINT (-119.85388889 38.76388889000003)
44,178,181,FS-1419301,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,8,008,BV3K,FAIRVIEW,,,,,,2005,2453544.5,174,1551,2.0,Equipment Use,2453544.5,174.0,1800,4.2,B,34.46666667,-119.82833333,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00X\xa2\xcci\x03\xf5]\xc0H\xe4\xc2\xbb\xbb;A@X\xa2\xcci\x03\xf5]\xc0H\xe4\xc2\xbb\xbb;A@|\x01\x00\x00\x00X\xa2\xcci\x03\xf5]\xc0H\xe4\xc2\xbb\xbb;A@\xfe',POINT (-119.82833333 34.46666667000005)
45,179,182,FS-1419302,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,9,009,BXF4,CHIMINEAS,CA-LPF-1353,CHIMINEAS,,,,2005,2453552.5,182,1330,9.0,Miscellaneous,2453554.5,184.0,1800,90.0,C,35.13583333,-120.0025,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00X\x8f\xc2\xf5(\x00^\xc0H\x07\x8f\xfcb\x91A@X\x8f\xc2\xf5(\x00^\xc0H\x07\x8f\xfcb\x91A@|\x01\x00\x00\x00X\x8f\xc2\xf5(\x00^\xc0H\x07\x8f\xfcb\x91A@\xfe',POINT (-120.0024999999999 35.13583333000003)
46,180,183,FS-1419303,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,11,011,BX1V,SEVEN,,,,,,2005,2453554.5,184,1415,4.0,Campfire,2453554.5,184.0,1710,0.1,A,34.855,-119.07388889,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x9c\x85w\x98\xba\xc4]\xc0H\n\xd7\xa3pmA@\x9c\x85w\x98\xba\xc4]\xc0H\n\xd7\xa3pmA@|\x01\x00\x00\x00\x9c\x85w\x98\xba\xc4]\xc0H\n\xd7\xa3pmA@\xfe',POINT (-119.07388889 34.85500000000008)
47,181,184,FS-1419304,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,14,014,BZ4S,MARCOS,,,,,,2005,2453562.5,192,1702,4.0,Campfire,2453562.5,192.0,1834,0.1,A,34.49638889,-119.85111111,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x94\xad\xbb\x9ax\xf6]\xc0\xf0R\xd0\xab\x89?A@\x94\xad\xbb\x9ax\xf6]\xc0\xf0R\xd0\xab\x89?A@|\x01\x00\x00\x00\x94\xad\xbb\x9ax\xf6]\xc0\xf0R\xd0\xab\x89?A@\xfe',POINT (-119.85111111 34.49638889000005)
48,182,185,FS-1419306,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,15,015,B0K1,TASSAJARA 1,,,,,,2005,2453567.5,197,0315,3.0,Smoking,2453568.5,198.0,1500,0.3,B,36.2425,-121.55111111,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00`z\x88gEc^\xc0\xe0\xa3p=\n\x1fB@`z\x88gEc^\xc0\xe0\xa3p=\n\x1fB@|\x01\x00\x00\x00`z\x88gEc^\xc0\xe0\xa3p=\n\x1fB@\xfe',POINT (-121.55111111 36.24250000000006)
49,183,186,FS-1419307,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,16,016,B0KL,TASSAJARA 2,,,,,,2005,2453567.5,197,0545,3.0,Smoking,2453567.5,197.0,1830,0.1,A,36.2425,-121.54805556,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xd0\xa5\xa0W\x13c^\xc0\xe0\xa3p=\n\x1fB@\xd0\xa5\xa0W\x13c^\xc0\xe0\xa3p=\n\x1fB@|\x01\x00\x00\x00\xd0\xa5\xa0W\x13c^\xc0\xe0\xa3p=\n\x1fB@\xfe',POINT (-121.54805556 36.24250000000006)
50,184,187,FS-1419308,FED,FS-FIRESTAT,FS,USCALPF,Los Padres National Forest,0507,Los Padres National Forest,17,017,50YT,SENIOR,,,,,,2005,2453569.5,199,1456,9.0,Miscellaneous,2453569.5,199.0,1700,1.0,B,34.47138889,-119.195,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00\x14\xaeG\xe1z\xcc]\xc0\xc0\x1f\x9dxV<A@\x14\xaeG\xe1z\xcc]\xc0\xc0\x1f\x9dxV<A@|\x01\x00\x00\x00\x14\xaeG\xe1z\xcc]\xc0\xc0\x1f\x9dxV<A@\xfe',POINT (-119.195 34.47138889000007)
51,204,207,FS-1419340,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,3,01,BS21,SOUTH FORK,,,,,,2005,2453518.5,148,1816,4.0,Campfire,2453518.5,148.0,1925,0.3,B,35.63833333,-118.28111111,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x80\xffs\xb9\xfd\x91]\xc0\x08&\x14\xe8\xb4\xd1A@\x80\xffs\xb9\xfd\x91]\xc0\x08&\x14\xe8\xb4\xd1A@|\x01\x00\x00\x00\x80\xffs\xb9\xfd\x91]\xc0\x08&\x14\xe8\xb4\xd1A@\xfe',POINT (-118.28111111 35.63833333000008)
52,208,211,FS-1419349,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,4,02,BE0P,TENT,,,,,,2005,2453519.5,149,1031,4.0,Campfire,2453519.5,149.0,1035,0.25,A,35.64694444,-118.46361111,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xc8\xe0\xee\xcd\xab\x9d]\xc0\x88\x10N\x13\xcf\xd2A@\xc8\xe0\xee\xcd\xab\x9d]\xc0\x88\x10N\x13\xcf\xd2A@|\x01\x00\x00\x00\xc8\xe0\xee\xcd\xab\x9d]\xc0\x88\x10N\x13\xcf\xd2A@\xfe',POINT (-118.46361111 35.64694444000003)
53,211,214,FS-1419354,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,5,03,BS21,REDS,,,,,,2005,2453519.5,149,1146,4.0,Campfire,2453519.5,149.0,1204,0.25,A,35.66305556,-118.44361111,5.0,USFS,CA,,,,"b'\x00\x01\xad\x10\x00\x00\xe4e\xda\x1fd\x9c]\xc0\xc8\xd0,\x01\xdf\xd4A@\xe4e\xda\x1fd\x9c]\xc0\xc8\xd0,\x01\xdf\xd4A@|\x01\x00\x00\x00\xe4e\xda\x1fd\x9c]\xc0\xc8\xd0,\x01\xdf\xd4A@\xfe'",POINT (-118.4436111099999 35.66305556000003)
54,212,215,FS-1419356,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,6,04,BS28,TILLIE,,,,,,2005,2453519.5,149,1431,9.0,Miscellaneous,2453519.5,149.0,1700,1.1,B,35.70222222,-118.45361111,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00T\xa3\xe4\xf6\x07\x9d]\xc0`\xb6\xeej\xe2\xd9A@T\xa3\xe4\xf6\x07\x9d]\xc0`\xb6\xeej\xe2\xd9A@|\x01\x00\x00\x00T\xa3\xe4\xf6\x07\x9d]\xc0`\xb6\xeej\xe2\xd9A@\xfe',POINT (-118.4536111099999 35.70222222000007)
55,213,216,FS-1419357,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,40,1332,B2A6,POOREBOY,,,,,,2005,2453579.5,209,1145,1.0,Lightning,2453579.5,209.0,1600,0.25,A,38.65861111,-119.75138889,5.0,USFS,CA,3,003,Alpine,"b'\x00\x01\xad\x10\x00\x00,Hm\xc1\x16\xf0]\xc0\xc0\x1dm^MTC@,Hm\xc1\x16\xf0]\xc0\xc0\x1dm^MTC@|\x01\x00\x00\x00,Hm\xc1\x16\xf0]\xc0\xc0\x1dm^MTC@\xfe'",POINT (-119.75138889 38.65861111000004)
56,215,218,FS-1419359,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,8,06,BS94,STINE,,,,,,2005,2453523.5,153,1230,9.0,Miscellaneous,2453523.5,153.0,1245,0.1,A,35.67861111,-118.40944444,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x0c\xd5sV4\x9a]\xc0\x88\x13\x96\xba\xdc\xd6A@\x0c\xd5sV4\x9a]\xc0\x88\x13\x96\xba\xdc\xd6A@|\x01\x00\x00\x00\x0c\xd5sV4\x9a]\xc0\x88\x13\x96\xba\xdc\xd6A@\xfe',POINT (-118.40944444 35.67861111000008)
57,218,221,FS-1419364,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,10,07,BE09,MOBILE,,,,,,2005,2453523.5,153,1418,9.0,Miscellaneous,2453523.5,153.0,1425,0.25,A,35.64972222,-118.41638889,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xec=\x96\x1d\xa6\x9a]\xc0@1\x03\x19*\xd3A@\xec=\x96\x1d\xa6\x9a]\xc0@1\x03\x19*\xd3A@|\x01\x00\x00\x00\xec=\x96\x1d\xa6\x9a]\xc0@1\x03\x19*\xd3A@\xfe',POINT (-118.41638889 35.64972222000006)
58,219,222,FS-1419365,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,41,1336,B2BL,BARBER,,,,,,2005,2453579.5,209,1300,1.0,Lightning,2453579.5,209.0,1900,0.1,A,38.67055556,-119.76722222,5.0,USFS,CA,3,003,Alpine,"b'\x00\x01\xad\x10\x00\x00\x84\xea9+\x1a\xf1]\xc0\xf0,\xbc\xc3\xd4UC@\x84\xea9+\x1a\xf1]\xc0\xf0,\xbc\xc3\xd4UC@|\x01\x00\x00\x00\x84\xea9+\x1a\xf1]\xc0\xf0,\xbc\xc3\xd4UC@\xfe'",POINT (-119.76722222 38.67055556000003)
59,220,223,FS-1419366,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,11,08,BTN4,MARINA,,,,,,2005,2453526.5,156,1420,4.0,Campfire,2453526.5,156.0,1550,0.1,A,35.695,-118.46027778,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x008\x0b\xef0u\x9d]\xc00\\\x8f\xc2\xf5\xd8A@8\x0b\xef0u\x9d]\xc00\\\x8f\xc2\xf5\xd8A@|\x01\x00\x00\x008\x0b\xef0u\x9d]\xc00\\\x8f\xc2\xf5\xd8A@\xfe',POINT (-118.46027778 35.69500000000005)
60,222,225,FS-1419368,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,12,09,BTP2,BROOKS,,,,,,2005,2453526.5,156,1550,4.0,Campfire,2453526.5,156.0,1641,2.5,B,35.64138889,-118.33666667,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00dS\\\xf2\x8b\x95]\xc0\xb0H\xf9\x07\x19\xd2A@dS\\\xf2\x8b\x95]\xc0\xb0H\xf9\x07\x19\xd2A@|\x01\x00\x00\x00dS\\\xf2\x8b\x95]\xc0\xb0H\xf9\x07\x19\xd2A@\xfe',POINT (-118.3366666699999 35.64138889000003)
61,224,227,FS-1419372,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,7,D2-05-2005,BEZ8,HILL,,,,,,2005,2453546.5,176,1400,1.0,Lightning,2453546.5,176.0,2000,0.1,A,38.35,-119.35,5.0,USFS,CA,51,051,Mono,"b'\x00\x01\xad\x10\x00\x00dffff\xd6]\xc0\xd8\xcc\xcc\xcc\xcc,C@dffff\xd6]\xc0\xd8\xcc\xcc\xcc\xcc,C@|\x01\x00\x00\x00dffff\xd6]\xc0\xd8\xcc\xcc\xcc\xcc,C@\xfe'",POINT (-119.35 38.35000000000008)
62,225,228,FS-1419373,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,28,D2 21 2005,B09W,FALLS,,,,,,2005,2453571.5,201,0500,1.0,Lightning,2453571.5,201.0,1808,0.1,A,38.29888889,-119.56527778,5.0,USFS,CA,51,051,Mono,b'\x00\x01\xad\x10\x00\x00X\x90\xda\x82-\xe4]\xc0\x10\xd8\xbb\xfdA&C@X\x90\xda\x82-\xe4]\xc0\x10\xd8\xbb\xfdA&C@|\x01\x00\x00\x00X\x90\xda\x82-\xe4]\xc0\x10\xd8\xbb\xfdA&C@\xfe',POINT (-119.56527778 38.29888889000006)
63,226,229,FS-1419374,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,13,10,BTU8,TUTTLE,,,,,,2005,2453527.5,157,1426,9.0,Miscellaneous,2453527.5,157.0,1810,2.1,B,35.68166667,-118.45888889,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x0c\xc3\x81o^\x9d]\xc006{\xda@\xd7A@\x0c\xc3\x81o^\x9d]\xc006{\xda@\xd7A@|\x01\x00\x00\x00\x0c\xc3\x81o^\x9d]\xc006{\xda@\xd7A@\xfe',POINT (-118.45888889 35.68166667000003)
64,227,230,FS-1419380,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,15,D2-07-2005,BZ6H,JANET,,,,,,2005,2453563.5,193,1400,4.0,Campfire,2453563.5,193.0,1810,0.1,A,38.05444444,-119.25194444,13.0,STATE OR PRIVATE,CA,51,051,Mono,b'\x00\x01\xad\x10\x00\x00`\x8d\x92\xdb\x1f\xd0]\xc0\xe8\x9f\x10\t\xf8\x06C@`\x8d\x92\xdb\x1f\xd0]\xc0\xe8\x9f\x10\t\xf8\x06C@|\x01\x00\x00\x00`\x8d\x92\xdb\x1f\xd0]\xc0\xe8\x9f\x10\t\xf8\x06C@\xfe',POINT (-119.25194444 38.05444444000005)
65,229,233,FS-1419387,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,14,11,BE0P,HOUSE,,,,,,2005,2453534.5,164,1557,9.0,Miscellaneous,2453534.5,164.0,1601,0.1,A,35.45805556,-118.78305556,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\xa8I\x11\x95\x1d\xb2]\xc0\xc0\xf9\x88\x90\xa1\xbaA@\xa8I\x11\x95\x1d\xb2]\xc0\xc0\xf9\x88\x90\xa1\xbaA@|\x01\x00\x00\x00\xa8I\x11\x95\x1d\xb2]\xc0\xc0\xf9\x88\x90\xa1\xbaA@\xfe',POINT (-118.78305556 35.45805556000005)
66,230,234,FS-1419391,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,23,D2-16-2005,B1FM,SLINKARD 2,,,FS-0417-023-20050721,SLINKARD 2,,2005,2453572.5,202,1700,1.0,Lightning,2453575.5,205.0,1000,89.0,C,38.57361111,-119.55472222,5.0,USFS,CA,51,051,Mono,b'\x00\x01\xad\x10\x00\x00\xecP\xa0\x91\x80\xe3]\xc0H\t\xbf\x16lIC@\xecP\xa0\x91\x80\xe3]\xc0H\t\xbf\x16lIC@|\x01\x00\x00\x00\xecP\xa0\x91\x80\xe3]\xc0H\t\xbf\x16lIC@\xfe',POINT (-119.55472222 38.57361111000006)
67,232,236,FS-1419393,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,24,15,BE0P,PECHACHO,,,,,,2005,2453563.5,193,1445,3.0,Smoking,2453563.5,193.0,1530,0.1,A,35.46444444,-118.75638889,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\xe4f\xf2\xach\xb0]\xc0\x00NX\xear\xbbA@\xe4f\xf2\xach\xb0]\xc0\x00NX\xear\xbbA@|\x01\x00\x00\x00\xe4f\xf2\xach\xb0]\xc0\x00NX\xear\xbbA@\xfe',POINT (-118.75638889 35.46444444000008)
68,233,237,FS-1419396,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,8,D2-03-2005,BEZ8,SWAUGER II,,,,,,2005,2453546.5,176,1400,1.0,Lightning,2453546.5,176.0,1530,0.1,A,38.35111111,-119.32722222,5.0,USFS,CA,51,051,Mono,"b'\x00\x01\xad\x10\x00\x00([w5\xf1\xd4]\xc00[w5\xf1,C@([w5\xf1\xd4]\xc00[w5\xf1,C@|\x01\x00\x00\x00([w5\xf1\xd4]\xc00[w5\xf1,C@\xfe'",POINT (-119.32722222 38.35111111000003)
69,234,238,FS-1419398,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,9,D2-02-2005,BEZ8,SWAUGER I,,,,,,2005,2453546.5,176,1545,1.0,Lightning,2453546.5,176.0,1700,0.1,A,38.35027778,-119.33083333,13.0,STATE OR PRIVATE,CA,51,051,Mono,"b'\x00\x01\xad\x10\x00\x00\xb41\x8f_,\xd5]\xc0\xd0\xce\xfc\xe6\xd5,C@\xb41\x8f_,\xd5]\xc0\xd0\xce\xfc\xe6\xd5,C@|\x01\x00\x00\x00\xb41\x8f_,\xd5]\xc0\xd0\xce\xfc\xe6\xd5,C@\xfe'",POINT (-119.33083333 38.35027778000006)
70,235,239,FS-1419400,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,10,D2-01-2005,BV9B,SAWMILL,,,,,,2005,2453546.5,176,1400,1.0,Lightning,2453546.5,176.0,1700,0.1,A,38.34444444,-119.33333333,5.0,USFS,CA,51,051,Mono,"b'\x00\x01\xad\x10\x00\x00\x10\xc1QUU\xd5]\xc0p\x8bb\xc1\x16,C@\x10\xc1QUU\xd5]\xc0p\x8bb\xc1\x16,C@|\x01\x00\x00\x00\x10\xc1QUU\xd5]\xc0p\x8bb\xc1\x16,C@\xfe'",POINT (-119.33333333 38.34444444000007)
71,275,280,FS-1419478,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,34,1181,B0FD,192,,,,,,2005,2453566.5,196,1020,9.0,Miscellaneous,2453566.5,196.0,1500,0.5,B,39.61472222,-119.99722222,5.0,USFS,CA,91,091,Sierra,b'\x00\x01\xad\x10\x00\x00\xa4o%}\xd2\xff]\xc0(\x83\xbb7\xaf\xceC@\xa4o%}\xd2\xff]\xc0(\x83\xbb7\xaf\xceC@|\x01\x00\x00\x00\xa4o%}\xd2\xff]\xc0(\x83\xbb7\xaf\xceC@\xfe',POINT (-119.99722222 39.61472222000003)
72,324,330,FS-1419562,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Humboldt-Toiyabe National Forest,44,1348,BEZ8,WEST,,,,,,2005,2453579.5,209,2000,1.0,Lightning,2453581.5,211.0,0300,0.25,A,38.76583333,-119.88777778,5.0,USFS,CA,3,003,Alpine,b'\x00\x01\xad\x10\x00\x00\xc8\xcd\xe4Y\xd1\xf8]\xc0\xc0D\x99\xd3\x06bC@\xc8\xcd\xe4Y\xd1\xf8]\xc0\xc0D\x99\xd3\x06bC@|\x01\x00\x00\x00\xc8\xcd\xe4Y\xd1\xf8]\xc0\xc0D\x99\xd3\x06bC@\xfe',POINT (-119.88777778 38.76583333000008)
73,352,358,FS-1419642,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,61,02,BE8B,PADUA,,,,,,2005,2453553.5,183,0912,9.0,Miscellaneous,2453553.5,183.0,0940,0.1,A,34.16222222,-117.68166667,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\x14\x9b=m\xa0k]\xc0\xd8\xca\x9c\xb2\xc3\x14A@\x14\x9b=m\xa0k]\xc0\xd8\xca\x9c\xb2\xc3\x14A@|\x01\x00\x00\x00\x14\x9b=m\xa0k]\xc0\xd8\xca\x9c\xb2\xc3\x14A@\xfe',POINT (-117.68166667 34.16222222000005)
74,370,376,FS-1419671,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,66,05,BE0B,CHEVY,,,,,,2005,2453554.5,184,2130,2.0,Equipment Use,2453554.5,184.0,2230,0.1,A,34.24222222,-117.85583333,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00L\xcb(\xf9\xc5v]\xc0\xe0\xa1@#\x01\x1fA@L\xcb(\xf9\xc5v]\xc0\xe0\xa1@#\x01\x1fA@|\x01\x00\x00\x00L\xcb(\xf9\xc5v]\xc0\xe0\xa1@#\x01\x1fA@\xfe',POINT (-117.8558333299999 34.24222222000003)
75,376,382,FS-1419690,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,78,06,BE0B,JAG,,,,,,2005,2453560.5,190,1115,9.0,Miscellaneous,2453560.5,190.0,1130,0.1,A,34.22388889,-117.6675,5.0,USFS,CA,,,,"b'\x00\x01\xad\x10\x00\x00\x1c\x85\xebQ\xb8j]\xc0x>""d\xa8\x1cA@\x1c\x85\xebQ\xb8j]\xc0x>""d\xa8\x1cA@|\x01\x00\x00\x00\x1c\x85\xebQ\xb8j]\xc0x>""d\xa8\x1cA@\xfe'",POINT (-117.6675 34.22388889000007)
76,381,387,FS-1419697,FED,FS-FIRESTAT,FS,USCAENF,Eldorado National Forest,0503,Eldorado National Forest,6,3,BX3F,DARLING,,,,,,2005,2453554.5,184,1817,5.0,Debris Burning,2453554.5,184.0,1918,0.1,A,38.89694444,-120.7825,13.0,STATE OR PRIVATE,CA,,,,b'\x00\x01\xad\x10\x00\x00\xacG\xe1z\x142^\xc0\x88\x10N\x13\xcfrC@\xacG\xe1z\x142^\xc0\x88\x10N\x13\xcfrC@|\x01\x00\x00\x00\xacG\xe1z\x142^\xc0\x88\x10N\x13\xcfrC@\xfe',POINT (-120.7825 38.89694444000003)
77,383,389,FS-1419707,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,92,08,BE8B,LEROY,,,,,,2005,2453571.5,201,0830,9.0,Miscellaneous,2453571.5,201.0,1000,0.1,A,34.12222222,-117.75055556,14.0,MISSING/NOT SPECIFIED,CA,,,,b'\x00\x01\xad\x10\x00\x00\xf8\x010\x1a\tp]\xc0P\xdfJ\xfa\xa4\x0fA@\xf8\x010\x1a\tp]\xc0P\xdfJ\xfa\xa4\x0fA@|\x01\x00\x00\x00\xf8\x010\x1a\tp]\xc0P\xdfJ\xfa\xa4\x0fA@\xfe',POINT (-117.75055556 34.12222222000003)
78,390,396,FS-1419715,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,2,02,BE0P,ANT,,,,,,2005,2453518.5,148,1745,4.0,Campfire,2453518.5,148.0,1750,0.1,A,35.88638889,-118.46111111,5.0,USFS,CA,,,,"b'\x00\x01\xad\x10\x00\x00lQ,\xd8\x82\x9d]\xc0@\x0b\xef0u\xf1A@lQ,\xd8\x82\x9d]\xc0@\x0b\xef0u\xf1A@|\x01\x00\x00\x00lQ,\xd8\x82\x9d]\xc0@\x0b\xef0u\xf1A@\xfe'",POINT (-118.46111111 35.88638889000003)
79,392,398,FS-1419717,FED,FS-FIRESTAT,FS,USCAANF,Angeles National Forest,0501,Angeles National Forest,89,07,BE0B,ICEHOUSE,,,,,,2005,2453567.5,197,2200,9.0,Miscellaneous,2453567.5,197.0,2245,0.1,A,34.25,-117.63666667,5.0,USFS,CA,,,,b'\x00\x01\xad\x10\x00\x00\x98\x86\x8f%\xbfh]\xc0\x08\x00\x00\x00\x00 A@\x98\x86\x8f%\xbfh]\xc0\x08\x00\x00\x00\x00 A@|\x01\x00\x00\x00\x98\x86\x8f%\xbfh]\xc0\x08\x00\x00\x00\x00 A@\xfe',POINT (-117.63666667 34.25000000000006)
